"Ht","Wt","Forty","Vertical","BenchReps","BroadJump","Cone","Shuttle","Year","Round","Pick","PosRec","RoundRec","seq"
70,190,4.43,NA,11,NA,NA,NA,2016,2,54,"DB",2,5230
72,232,4.64,28.5,17,104,NA,NA,2016,NA,NA,"LB",8,5231
77,326,5.57,24,25,95,8.04,4.9,2016,7,234,"OL",7,5232
73,217,4.84,28,NA,110,7.06,4.33,2016,6,201,"QB",6,5233
73,294,5.29,26.5,23,101,7.9,4.73,2016,NA,NA,"OL",8,5234
75,196,4.67,33,NA,127,7.4,4.28,2016,NA,NA,"WR",8,5235
74,230,4.59,38,16,119,NA,NA,2016,NA,NA,"TE",8,5236
73,199,4.4,NA,13,NA,NA,NA,2016,1,10,"DB",1,5237
69,182,4.72,33,NA,123,NA,NA,2016,7,229,"WR",7,5238
76,285,5.23,30,20,111,7.46,4.73,2016,NA,NA,"DL",8,5239
70,228,4.64,32.5,20,111,7,4.21,2016,NA,NA,"RB",8,5240
77,264,4.87,NA,20,NA,NA,NA,2016,NA,NA,"DL",8,5241
77,321,5.28,25.5,20,103,7.96,4.71,2016,4,121,"OL",4,5242
71,199,4.52,NA,16,NA,NA,NA,2016,2,61,"DB",2,5243
77,311,4.98,28,NA,104,8.15,5.11,2016,5,148,"OL",5,5244
73,311,5.05,27.5,31,113,8.05,4.82,2016,4,122,"DL",4,5245
74,284,5.15,30,32,113,7.95,4.53,2016,5,142,"DL",5,5246
74,298,5.36,27.5,29,99,7.52,4.53,2016,7,248,"OL",7,5247
69,193,4.47,35,10,123,7.16,4.22,2016,NA,NA,"DB",8,5248
74,302,5.33,28.5,24,96,7.52,4.69,2016,4,128,"OL",4,5249
73,235,4.7,37.5,21,121,7.07,4.36,2016,6,183,"LB",6,5250
71,219,4.56,NA,22,NA,NA,NA,2016,4,136,"RB",4,5251
77,269,4.86,32,24,120,6.89,4.21,2016,1,3,"DL",1,5252
73,197,4.58,34,11,119,6.9,4.35,2016,2,55,"WR",2,5253
72,212,4.77,32,NA,110,NA,4.4,2016,NA,NA,"QB",8,5254
73,211,4.5,36,16,124,6.91,4.21,2016,NA,NA,"DB",8,5255
75,250,4.73,35.5,20,121,6.9,4.2,2016,NA,NA,"TE",8,5256
75,303,5.01,28,25,108,7.31,4.27,2016,NA,NA,"OL",8,5257
76,231,4.94,31,NA,113,7.17,4.53,2016,3,91,"QB",3,5258
72,245,4.89,28.5,19,110,6.99,4.11,2016,5,160,"LB",5,5259
74,194,4.48,NA,NA,NA,NA,NA,2016,NA,NA,"WR",8,5260
73,229,4.77,31,18,110,7.07,4.28,2016,NA,NA,"LB",8,5261
71,192,4.33,35,19,115,7.03,4.19,2016,6,189,"DB",6,5262
72,206,4.76,33,14,114,7.08,4.33,2016,NA,NA,"DB",8,5263
79,291,5.05,32,NA,116,7.51,4.47,2016,1,7,"DL",1,5264
75,285,4.93,32,23,116,7.31,4.56,2016,3,72,"DL",3,5265
72,206,4.56,30.5,20,115,7.22,4.31,2016,6,213,"WR",6,5266
72,193,4.46,31.5,NA,NA,NA,NA,2016,1,25,"DB",1,5267
72,212,4.53,36.5,19,122,7.1,4.4,2016,4,118,"DB",4,5268
72,199,4.64,36,17,123,NA,NA,2016,4,124,"DB",4,5269
76,323,5.33,29.5,26,104,7.82,4.76,2016,1,30,"DL",1,5270
76,234,4.62,36,12,123,6.49,4.2,2016,NA,NA,"WR",8,5271
72,192,4.58,33.5,14,NA,NA,NA,2016,NA,NA,"DB",8,5272
76,251,4.82,35,23,115,6.97,4.25,2016,3,75,"DL",3,5273
76,232,4.58,34,16,116,NA,NA,2016,4,115,"LB",4,5274
73,193,4.49,38,16,124,7.03,4.09,2016,6,209,"DB",6,5275
72,211,4.5,35.5,14,120,NA,NA,2016,3,86,"WR",3,5276
71,227,4.63,NA,19,NA,NA,NA,2016,NA,NA,"RB",8,5277
73,218,4.48,NA,19,NA,NA,NA,2016,NA,NA,"DB",8,5278
72,212,4.56,NA,NA,NA,NA,NA,2016,NA,NA,"DB",8,5279
78,295,5.27,NA,20,NA,NA,NA,2016,NA,NA,"OL",8,5280
77,316,5.16,NA,18,NA,NA,NA,2016,3,82,"OL",3,5281
75,314,5.06,28.5,29,102,NA,4.62,2016,1,27,"DL",1,5282
77,307,5.18,NA,22,NA,NA,NA,2016,3,76,"OL",3,5283
71,194,4.42,40.5,17,129,NA,NA,2016,1,15,"WR",1,5284
74,311,5.03,29.5,25,109,7.53,4.52,2016,3,67,"DL",3,5285
70,217,4.59,28.5,18,113,NA,NA,2016,5,171,"RB",5,5286
78,308,5,30,25,103,7.63,4.57,2016,1,8,"OL",1,5287
76,217,4.79,33,NA,113,7.21,4.28,2016,4,100,"QB",4,5288
71,203,4.52,31,15,115,NA,NA,2016,4,117,"WR",4,5289
76,303,5.17,25,19,102,7.85,4.89,2016,5,174,"OL",5,5290
68,207,4.47,34,17,112,7.26,4.58,2016,NA,NA,"RB",8,5291
75,205,4.47,31.5,14,119,NA,NA,2016,6,199,"WR",6,5292
75,243,4.69,33,21,108,NA,NA,2016,2,42,"DL",2,5293
75,248,4.82,31.5,21,111,6.8,4.31,2016,NA,NA,"DL",8,5294
72,186,4.88,NA,NA,NA,NA,NA,2016,NA,NA,"K",8,5295
73,226,4.58,27,16,114,NA,NA,2016,2,53,"LB",2,5296
72,187,4.43,36.5,NA,119,NA,NA,2016,NA,NA,"DB",8,5297
76,304,5.18,31,28,109,7.64,4.77,2016,5,151,"OL",5,5298
71,243,4.86,32,16,112,7.33,4.54,2016,7,232,"LB",7,5299
73,201,4.46,37.5,21,126,6.64,3.97,2016,2,58,"DB",2,5300
73,188,4.42,38.5,11,124,6.6,4.22,2016,5,163,"WR",5,5301
73,293,5.07,30,21,102,7.44,4.5,2016,4,103,"DL",4,5302
79,310,5.23,29,20,101,7.7,4.76,2016,1,16,"OL",1,5303
72,210,4.53,NA,11,121,NA,NA,2016,5,159,"DB",5,5304
70,215,4.56,37.5,18,121,6.97,4.28,2016,4,134,"RB",4,5305
76,221,5.04,NA,NA,NA,NA,NA,2016,7,228,"K",7,5306
74,202,4.5,41,14,131,6.84,4.08,2016,1,22,"WR",1,5307
77,277,4.86,NA,NA,NA,NA,NA,2016,2,33,"DL",2,5308
75,213,5.22,27,NA,103,7.49,4.52,2016,7,223,"QB",7,5309
73,210,4.45,34.5,10,123,7.04,4.21,2016,3,73,"RB",3,5310
78,315,5.27,27,30,100,7.88,4.66,2016,5,168,"OL",5,5311
76,234,4.56,32,NA,122,7.19,4.25,2016,6,207,"QB",6,5312
74,231,4.72,33.5,12,118,6.97,4.24,2016,7,231,"TE",7,5313
76,209,4.98,NA,NA,NA,NA,NA,2016,NA,NA,"K",8,5314
78,310,5.26,27.5,NA,97,NA,NA,2016,4,105,"OL",4,5315
73,188,4.55,41,NA,125,6.93,3.94,2016,NA,NA,"DB",8,5316
72,225,4.47,32.5,NA,118,NA,NA,2016,1,4,"RB",1,5317
70,192,4.41,39,17,130,NA,NA,2016,4,119,"RB",4,5318
77,245,4.72,34.5,15,121,NA,NA,2016,3,88,"LB",3,5319
71,183,4.96,NA,NA,NA,NA,NA,2016,NA,NA,"K",8,5320
74,271,4.92,35.5,23,113,7.06,4.39,2016,NA,NA,"DL",8,5321
76,230,4.5,40,NA,130,7.2,4.42,2016,6,220,"LB",6,5322
69,198,4.48,34.5,21,120,NA,NA,2016,NA,NA,"RB",8,5323
78,244,4.6,39.5,NA,127,NA,NA,2016,1,9,"LB",1,5324
75,249,4.91,30.5,11,118,NA,NA,2016,6,190,"LB",6,5325
70,193,4.57,35.5,14,117,6.75,4.07,2016,NA,NA,"WR",8,5326
72,217,4.53,NA,18,NA,NA,NA,2016,6,212,"DB",6,5327
74,240,4.97,29,NA,113,NA,NA,2016,NA,NA,"LB",8,5328
71,187,4.48,NA,15,NA,NA,NA,2016,3,84,"DB",3,5329
72,186,4.32,33.5,10,126,6.93,4.27,2016,1,21,"WR",1,5330
76,312,5.32,29,30,99,7.62,4.64,2016,1,28,"OL",1,5331
75,220,4.53,36.5,14,128,7.3,4.33,2016,NA,NA,"WR",8,5332
78,307,5.13,25,23,106,7.63,4.63,2016,3,95,"OL",3,5333
76,215,4.82,27,NA,110,7.17,4.47,2016,1,1,"QB",1,5334
73,242,4.69,34.5,30,118,7.05,4.51,2016,4,109,"LB",4,5335
76,287,4.88,NA,NA,NA,NA,NA,2016,2,63,"DL",2,5336
74,209,4.34,35.5,13,129,NA,NA,2016,2,57,"DB",2,5337
75,321,5.2,21.5,28,98,8.07,4.98,2016,NA,NA,"OL",8,5338
77,248,4.9,29.5,NA,106,NA,NA,2016,NA,NA,"TE",8,5339
74,239,4.71,33,17,120,7.1,4.45,2016,NA,NA,"RB",8,5340
76,223,4.78,31,NA,114,7.04,4.33,2016,2,51,"QB",2,5341
70,198,4.86,NA,NA,NA,NA,NA,2016,NA,NA,"K",8,5342
78,304,5.16,27.5,NA,111,7.47,4.47,2016,NA,NA,"OL",8,5343
74,199,4.68,37,NA,127,7.07,4.06,2016,NA,NA,"DB",8,5344
73,309,4.93,34.5,29,109,7.9,4.7,2016,NA,NA,"DL",8,5345
71,176,4.56,38.5,NA,124,6.82,4.06,2016,NA,NA,"DB",8,5346
78,305,5.23,23.5,23,100,8.19,4.89,2016,4,123,"OL",4,5347
77,293,5.02,33,26,113,7.44,4.52,2016,NA,NA,"DL",8,5348
77,244,4.71,30.5,18,115,6.88,4.31,2016,NA,NA,"TE",8,5349
77,250,4.79,NA,13,NA,NA,NA,2016,2,35,"TE",2,5350
75,303,5,30.5,28,110,7.57,4.53,2016,4,132,"DL",4,5351
75,247,4.54,37,22,130,7.2,4.38,2016,2,45,"RB",2,5352
73,259,4.82,NA,NA,NA,NA,NA,2016,NA,NA,"RB",8,5353
78,249,4.77,NA,NA,NA,NA,NA,2016,4,110,"TE",4,5354
73,196,4.64,32,13,116,NA,NA,2016,5,172,"WR",5,5355
75,218,4.78,32.5,NA,113,6.9,4.31,2016,5,162,"QB",5,5356
73,190,4.54,31.5,8,123,NA,NA,2016,NA,NA,"WR",8,5357
76,254,4.72,33,19,117,7,4.32,2016,3,81,"TE",3,5358
73,201,4.54,32.5,13,115,7.15,4.28,2016,NA,NA,"DB",8,5359
72,201,4.58,33,11,122,7.18,4.15,2016,2,38,"DB",2,5360
72,230,4.57,34,16,122,NA,NA,2016,5,150,"RB",5,5361
78,324,5.27,32.5,24,109,NA,4.75,2016,1,31,"OL",1,5362
72,239,4.9,31,22,113,NA,4.47,2016,7,250,"LB",7,5363
71,188,4.68,35.5,NA,123,NA,NA,2016,NA,NA,"DB",8,5364
72,189,4.37,NA,10,116,NA,NA,2016,1,24,"DB",1,5365
70,204,4.5,39,15,130,NA,3.98,2016,1,11,"DB",1,5366
75,299,5.03,28,32,108,7.78,4.71,2016,5,152,"DL",5,5367
73,245,4.56,NA,19,NA,NA,NA,2016,2,36,"LB",2,5368
76,273,5.06,31.5,20,113,7.4,4.77,2016,NA,NA,"DL",8,5369
77,313,5.38,26,20,97,NA,NA,2016,NA,NA,"OL",8,5370
73,238,4.81,34,30,119,7.28,4.32,2016,6,176,"RB",6,5371
76,291,4.95,29,24,NA,7.95,4.37,2016,5,147,"DL",5,5372
75,259,4.8,36.5,16,121,NA,NA,2016,3,83,"LB",3,5373
72,238,4.64,NA,NA,NA,NA,NA,2016,NA,NA,"RB",8,5374
76,314,5.32,26,25,96,7.84,4.75,2016,2,43,"DL",2,5375
73,234,4.81,NA,NA,NA,NA,4.52,2016,NA,NA,"LB",8,5376
77,301,5.21,30.5,24,104,7.31,4.6,2016,NA,NA,"OL",8,5377
77,253,4.81,36,NA,NA,NA,NA,2016,4,139,"QB",4,5378
75,209,4.65,33.5,9,NA,6.99,4.14,2016,NA,NA,"WR",8,5379
78,310,5.03,24.5,26,106,7.44,4.62,2016,2,37,"DL",2,5380
70,197,4.49,33,10,116,6.71,4.21,2016,2,60,"DB",2,5381
73,222,4.59,33,NA,120,NA,NA,2016,2,52,"LB",2,5382
69,186,4.33,36,19,123,7.25,4.25,2016,NA,NA,"DB",8,5383
70,205,4.57,NA,NA,NA,NA,NA,2016,1,14,"DB",1,5384
75,275,4.73,35,30,109,7.67,4.52,2016,NA,NA,"DL",8,5385
77,295,5.01,25,26,106,7.32,4.58,2016,NA,NA,"DL",8,5386
74,212,4.95,NA,NA,NA,NA,NA,2016,6,179,"K",6,5387
75,317,5.32,27.5,12,107,8.3,4.83,2016,NA,NA,"OL",8,5388
78,285,4.87,30,25,111,7.03,4.25,2016,3,70,"DL",3,5389
76,216,4.62,31.5,16,124,7.06,NA,2016,7,244,"DB",7,5390
76,311,5.03,30,26,103,7.58,4.59,2016,1,18,"OL",1,5391
73,220,4.89,29.5,NA,104,7.32,4,2016,3,93,"QB",3,5392
74,217,4.65,38,22,127,6.93,4.18,2016,NA,NA,"DB",8,5393
70,207,4.5,37.5,NA,123,7.05,4.29,2016,4,129,"DB",4,5394
72,236,4.72,NA,27,NA,NA,NA,2016,NA,NA,"LB",8,5395
76,335,5.55,22.5,19,94,8.72,5.06,2016,NA,NA,"OL",8,5396
73,197,4.61,NA,NA,NA,NA,NA,2016,NA,NA,"K",8,5397
74,243,4.73,32,19,120,7.16,4.22,2016,4,113,"LB",4,5398
73,240,4.95,27.5,NA,110,7.05,4.38,2016,6,210,"OL",6,5399
72,209,4.46,41.5,23,135,7.22,4.26,2016,7,237,"RB",7,5400
76,311,5.32,29,NA,100,7.76,4.63,2016,NA,NA,"DL",8,5401
74,203,4.64,31,NA,111,7.13,4.2,2016,7,243,"WR",7,5402
73,320,5.24,NA,NA,NA,NA,NA,2016,NA,NA,"DL",8,5403
75,269,4.7,33,NA,120,7.16,4.21,2016,1,19,"DL",1,5404
73,232,4.47,35.5,17,133,7.12,4.2,2016,1,20,"LB",1,5405
78,312,5.22,29.5,27,100,7.94,4.72,2016,4,130,"OL",4,5406
72,201,4.57,33.5,8,116,NA,NA,2016,NA,NA,"WR",8,5407
72,197,4.39,35.5,15,129,NA,NA,2016,6,192,"WR",6,5408
75,238,4.73,29.5,NA,114,7.11,4.32,2016,NA,NA,"LB",8,5409
70,202,4.75,36,8,120,7.18,4.15,2016,NA,NA,"DB",8,5410
73,241,4.78,32,19,116,7.5,4.56,2016,NA,NA,"LB",8,5411
74,215,4.43,38,18,132,NA,NA,2016,4,114,"WR",4,5412
78,296,4.87,32.5,30,114,7.26,4.38,2016,4,137,"DL",4,5413
72,201,4.54,NA,NA,NA,NA,NA,2016,6,204,"DB",6,5414
73,214,4.74,NA,NA,NA,NA,NA,2016,NA,NA,"K",8,5415
79,244,4.86,36,NA,118,7.14,4.26,2016,1,26,"QB",1,5416
72,223,4.53,NA,24,NA,NA,NA,2016,NA,NA,"RB",8,5417
72,287,4.96,NA,29,NA,NA,NA,2016,NA,NA,"DL",8,5418
75,247,4.73,NA,NA,NA,NA,NA,2016,NA,NA,"LB",8,5419
76,247,4.77,34.5,18,121,7,4.33,2016,NA,NA,"TE",8,5420
69,201,4.42,NA,17,NA,NA,NA,2016,NA,NA,"WR",8,5421
70,200,4.6,37.5,16,125,6.8,4.13,2016,NA,NA,"WR",8,5422
71,219,4.31,30.5,25,NA,NA,NA,2016,7,242,"RB",7,5423
76,299,5.22,28,28,97,7.57,4.72,2016,2,50,"OL",2,5424
74,237,4.71,28.5,22,113,6.98,4.2,2016,4,131,"LB",4,5425
79,316,5.54,27.5,19,99,8.38,4.97,2016,NA,NA,"OL",8,5426
72,238,4.81,31,22,112,7.19,4.5,2016,7,246,"LB",7,5427
75,338,5.34,23.5,33,104,NA,5.13,2016,NA,NA,"DL",8,5428
78,239,4.8,34.5,NA,128,7.01,4,2016,7,240,"DL",7,5429
77,250,4.83,NA,17,NA,NA,NA,2016,NA,NA,"TE",8,5430
76,306,5.11,33,33,109,7.5,4.65,2016,5,144,"OL",5,5431
76,207,4.55,35,12,123,7.08,4.63,2016,NA,NA,"WR",8,5432
73,248,4.83,NA,21,NA,NA,NA,2016,NA,NA,"LB",8,5433
72,182,4.65,35.5,6,118,7.44,4.43,2016,NA,NA,"DB",8,5434
73,201,4.5,35,17,123,6.65,4.07,2016,3,85,"WR",3,5435
72,191,4.61,37,16,123,6.86,4,2016,7,233,"DB",7,5436
72,198,4.45,36,15,129,6.94,4.34,2016,4,112,"WR",4,5437
76,212,5.1,NA,NA,NA,NA,NA,2016,NA,NA,"K",8,5438
73,206,4.53,37,10,130,6.76,4.2,2016,4,107,"WR",4,5439
76,262,NA,NA,NA,NA,NA,NA,2016,6,188,"TE",6,5440
73,232,4.76,NA,NA,NA,NA,NA,2016,4,125,"LB",4,5441
78,305,5.19,NA,23,NA,NA,NA,2016,6,200,"OL",6,5442
71,199,4.49,39.5,15,124,7.08,4.05,2016,4,106,"DB",4,5443
79,277,4.84,28.5,21,114,7.27,4.37,2016,3,65,"DL",3,5444
72,211,4.62,38,17,132,7.09,4.38,2016,1,17,"DB",1,5445
79,322,5.39,26.5,32,103,8.55,5.15,2016,NA,NA,"OL",8,5446
77,285,4.94,30,20,114,7.53,4.78,2016,NA,NA,"DL",8,5447
74,252,4.75,34.5,26,118,7.35,4.5,2016,3,69,"DL",3,5448
75,235,4.74,41,14,116,7.04,4.38,2016,6,203,"DL",6,5449
75,294,4.87,35,28,116,NA,NA,2016,1,29,"DL",1,5450
73,241,4.8,29.5,19,114,NA,4.52,2016,NA,NA,"LB",8,5451
74,223,4.48,35,17,123,6.9,4.13,2016,NA,NA,"WR",8,5452
75,219,5.05,NA,NA,NA,NA,NA,2016,NA,NA,"K",8,5453
80,287,4.96,32,23,123,7.53,4.56,2016,NA,NA,"DL",8,5454
74,186,4.96,NA,NA,NA,NA,NA,2016,NA,NA,"K",8,5455
73,246,4.86,32,NA,119,7.24,4.4,2016,NA,NA,"DL",8,5456
76,314,5.17,NA,23,NA,NA,NA,2016,3,97,"OL",3,5457
76,273,4.63,35.5,20,121,7.26,4.5,2016,2,32,"DL",2,5458
77,265,4.9,33,23,120,7.38,4.53,2016,NA,NA,"DL",8,5459
76,273,4.88,NA,NA,NA,NA,NA,2016,NA,NA,"DL",8,5460
74,223,4.61,34,18,123,7.15,4.47,2016,NA,NA,"LB",8,5461
70,231,5.05,31,22,113,NA,NA,2016,NA,NA,"LB",8,5462
73,207,4.47,34.5,NA,121,7.08,4.33,2016,5,154,"WR",5,5463
74,209,4.45,35.5,12,122,6.96,4.46,2016,7,241,"WR",7,5464
70,208,4.54,32,19,124,NA,NA,2016,5,149,"RB",5,5465
76,254,4.68,33.5,20,124,NA,NA,2016,4,102,"LB",4,5466
70,181,4.58,35.5,14,121,6.94,4.31,2016,NA,NA,"DB",8,5467
74,265,4.99,28,17,108,7.74,4.69,2016,NA,NA,"DL",8,5468
75,211,4.46,34.5,15,120,7.03,4.25,2016,NA,NA,"DB",8,5469
74,226,4.79,32.5,NA,116,7.11,4.32,2016,4,135,"QB",4,5470
72,220,4.48,35.5,NA,121,NA,NA,2016,3,90,"RB",3,5471
72,198,4.73,32,19,117,NA,NA,2016,NA,NA,"DB",8,5472
73,247,4.72,31.5,NA,116,NA,4.28,2016,2,41,"LB",2,5473
73,209,4.41,41.5,14,135,6.94,4.18,2016,1,5,"DB",1,5474
73,299,5.03,34.5,28,118,7.44,4.59,2016,1,12,"DL",1,5475
75,327,5.33,29.5,30,99,7.9,4.71,2016,5,166,"DL",5,5476
71,182,4.45,NA,NA,NA,NA,NA,2016,3,68,"DB",3,5477
77,294,5.3,28,30,111,7.75,4.9,2016,NA,NA,"OL",8,5478
75,307,5.21,31,NA,104,7.77,4.75,2016,2,49,"DL",2,5479
75,303,5.02,32,24,113,8.28,4.82,2016,4,116,"DL",4,5480
77,324,5.36,28.5,30,100,8.42,4.83,2016,NA,NA,"OL",8,5481
73,171,4.49,35.5,NA,121,NA,NA,2016,NA,NA,"DB",8,5482
73,203,4.59,34.5,NA,123,6.77,4.19,2016,4,126,"WR",4,5483
76,307,5.2,26,22,106,7.8,4.74,2016,2,46,"DL",2,5484
71,192,4.49,NA,17,NA,NA,NA,2016,3,74,"DB",3,5485
76,206,4.54,29.5,12,112,7.18,4.33,2016,NA,NA,"WR",8,5486
71,185,4.5,35.5,19,116,NA,NA,2016,5,141,"DB",5,5487
76,253,4.74,35,23,124,7.1,4.33,2016,NA,NA,"TE",8,5488
73,244,4.76,33.5,22,111,7.11,4.3,2016,4,99,"LB",4,5489
73,199,4.54,32.5,17,116,NA,NA,2016,NA,NA,"WR",8,5490
76,303,5.19,26,NA,105,7.4,4.52,2016,3,79,"OL",3,5491
71,186,4.39,35,12,124,NA,4.18,2016,6,218,"DB",6,5492
71,198,4.58,32.5,12,116,7.12,4.19,2016,NA,NA,"WR",8,5493
74,194,4.55,33.5,11,114,NA,NA,2016,5,140,"WR",5,5494
77,324,5.22,30.5,22,112,NA,NA,2016,5,158,"OL",5,5495
70,194,4.48,41,20,123,7,4.35,2016,2,40,"WR",2,5496
72,216,4.58,33,18,119,NA,4.51,2016,NA,NA,"DB",8,5497
75,298,5.15,25,23,NA,7.9,4.97,2016,NA,NA,"DL",8,5498
74,202,4.61,40,16,126,6.58,3.85,2016,3,98,"DB",3,5499
72,203,4.53,37,11,120,7.08,4.19,2016,NA,NA,"DB",8,5500
75,305,5.39,24,27,103,7.89,4.76,2016,NA,NA,"OL",8,5501
79,329,5.42,23,17,92,8.36,5.12,2016,NA,NA,"OL",8,5502
70,208,4.47,33.5,14,120,6.83,4.28,2016,5,153,"RB",5,5503
75,235,4.77,34.5,19,120,NA,NA,2016,NA,NA,"LB",8,5504
71,189,4.47,36,18,122,6.88,4.09,2016,NA,NA,"DB",8,5505
74,223,4.67,NA,NA,NA,NA,NA,2016,2,34,"LB",2,5506
74,251,4.8,35,25,121,7.21,4.35,2016,2,39,"DL",2,5507
78,301,4.94,31.5,31,115,7.7,4.44,2016,2,48,"OL",2,5508
73,206,4.69,35,12,114,7.09,4.2,2016,NA,NA,"WR",8,5509
71,193,4.79,33,15,115,7.17,4.25,2016,NA,NA,"DB",8,5510
78,312,5.2,28.5,NA,NA,8.03,4.9,2016,1,6,"OL",1,5511
77,236,4.8,33.5,NA,115,7.29,4.33,2016,NA,NA,"QB",8,5512
71,227,4.8,30,23,116,7.3,4.46,2016,NA,NA,"LB",8,5513
78,234,5.02,29,NA,105,NA,NA,2016,6,187,"QB",6,5514
75,271,4.59,34,23,119,NA,NA,2016,4,101,"DL",4,5515
70,207,4.6,32,15,113,NA,NA,2016,6,211,"RB",6,5516
78,313,5.22,28,NA,103,7.9,4.78,2016,5,145,"OL",5,5517
75,212,4.57,35,18,126,6.8,4.13,2016,2,47,"WR",2,5518
75,286,4.98,35,NA,113,NA,NA,2016,NA,NA,"DL",8,5519
75,253,4.92,NA,18,NA,7.46,4.5,2016,NA,NA,"DL",8,5520
74,208,4.69,32.5,12,118,7.26,4.33,2016,3,71,"DB",3,5521
72,217,4.75,31,12,116,6.85,4.21,2016,NA,NA,"RB",8,5522
77,304,4.95,28.5,28,110,7.47,4.54,2016,3,78,"OL",3,5523
77,306,5.32,26,22,103,7.88,4.59,2016,NA,NA,"OL",8,5524
74,221,4.52,33,12,117,NA,NA,2016,1,23,"WR",1,5525
76,314,5.45,23.5,22,90,7.94,5.02,2016,6,193,"OL",6,5526
77,298,5.12,NA,22,NA,NA,NA,2016,3,66,"OL",3,5527
77,310,5.23,NA,NA,NA,NA,NA,2016,1,13,"OL",1,5528
76,330,5.58,19,30,88,NA,NA,2016,NA,NA,"OL",8,5529
71,246,4.68,32,26,108,NA,NA,2016,NA,NA,"RB",8,5530
78,320,5.26,29,23,113,8.26,5,2016,5,164,"OL",5,5531
76,329,5.19,29,17,110,8.03,4.59,2016,3,96,"DL",3,5532
78,257,4.76,30.5,17,111,7.05,4.2,2016,3,94,"TE",3,5533
74,239,4.72,31.5,NA,115,6.73,4,2016,3,87,"LB",3,5534
73,239,4.6,38.5,30,123,7.12,4.12,2016,6,197,"RB",6,5535
77,297,5.11,25,20,111,7.38,4.63,2016,2,44,"DL",2,5536
68,204,4.49,34.5,24,116,7.03,4.2,2016,5,143,"RB",5,5537
75,301,5.17,27,21,99,8.06,4.79,2016,3,80,"DL",3,5538
76,267,4.61,31,23,117,NA,NA,2016,7,227,"LB",7,5539
77,237,4.77,30.5,NA,118,6.86,4.15,2016,1,2,"QB",1,5540
75,298,5.12,NA,34,98,7.69,4.71,2016,5,161,"OL",5,5541
71,193,4.49,33,17,132,7.18,4.33,2016,6,178,"DB",6,5542
76,301,5.02,25.5,16,110,7.32,4.58,2016,2,56,"OL",2,5543
73,220,4.54,36.5,21,118,7.08,4.33,2016,NA,NA,"RB",8,5544
71,220,4.56,NA,16,NA,NA,NA,2016,5,156,"RB",5,5545
78,257,4.94,29.5,19,111,7.19,4.53,2016,NA,NA,"TE",8,5546
71,197,4.37,30.5,18,118,6.85,4.19,2016,3,92,"DB",3,5547
74,229,4.72,30,14,121,7.43,4.47,2016,NA,NA,"WR",8,5548
77,224,4.85,28,NA,113,NA,NA,2016,NA,NA,"WR",8,5549
75,231,4.8,31,NA,116,6.74,4.31,2016,NA,NA,"QB",8,5550
72,318,5.18,NA,NA,NA,NA,NA,2016,NA,NA,"DL",8,5551
73,204,4.64,35.5,14,123,6.98,4.15,2016,3,77,"DB",3,5552
74,291,4.91,34.5,22,117,7.32,4.27,2016,NA,NA,"DL",8,5553
69,183,4.46,34.5,9,118,6.8,3.93,2016,4,104,"DB",4,5554
77,328,5.39,NA,NA,NA,8.22,4.91,2016,NA,NA,"OL",8,5555
76,277,4.81,30.5,28,109,7.63,4.39,2016,6,202,"DL",6,5556
73,189,4.44,29.5,8,125,6.98,4.28,2017,5,170,"WR",5,5557
76,304,4.87,29,22,108,7.62,4.89,2017,3,93,"DL",3,5558
72,214,4.56,31.5,18,120,6.96,4.13,2017,1,6,"DB",1,5559
75,197,4.42,34.5,8,123,6.73,4.14,2017,NA,NA,"WR",8,5560
75,286,5,30,21,108,7.49,4.5,2017,1,17,"DL",1,5561
75,215,4.48,34.5,15,117,6.64,4.34,2017,5,173,"DB",5,5562
74,253,4.78,NA,NA,NA,NA,NA,2017,2,49,"LB",2,5563
75,241,4.63,30.5,16,116,6.88,4.25,2017,3,76,"LB",3,5564
75,323,5.34,25.5,35,102,7.83,4.93,2017,5,164,"OL",5,5565
75,301,5.23,27.5,24,107,8.13,4.9,2017,NA,NA,"OL",8,5566
72,202,4.43,34.5,16,132,6.81,4.14,2017,2,60,"DB",2,5567
75,210,NA,NA,NA,NA,NA,NA,2017,NA,NA,"K",8,5568
70,195,4.45,32.5,15,115,6.76,4.08,2017,2,36,"DB",2,5569
80,353,5.58,23.5,22,92,8.31,5.21,2017,4,137,"OL",4,5570
75,259,4.88,31,NA,117,6.96,4.44,2017,1,14,"DL",1,5571
76,269,4.7,31.5,15,119,7.27,4.35,2017,3,80,"DL",3,5572
74,219,NA,31,NA,113,NA,NA,2017,3,104,"QB",3,5573
74,243,NA,NA,20,NA,NA,NA,2017,3,107,"LB",3,5574
75,246,4.67,33.5,21,118,6.92,4.3,2017,4,108,"LB",4,5575
78,304,5.23,29.5,23,96,8.02,4.94,2017,6,200,"OL",6,5576
77,297,4.95,28,NA,115,7.29,4.55,2017,1,20,"OL",1,5577
72,238,NA,29.5,20,111,7.02,4.43,2017,NA,NA,"LB",8,5578
73,203,4.68,34,9,125,6.73,4.21,2017,NA,NA,"WR",8,5579
77,250,4.82,31.5,20,121,7.2,4.37,2017,NA,NA,"LB",8,5580
75,247,4.65,37.5,21,127,6.75,NA,2017,2,47,"LB",2,5581
78,329,5.04,28,25,102,7.85,4.9,2017,NA,NA,"OL",8,5582
